Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Isolate	Organism Infraspecific Names Ecotype	Assembly Name	Assembly Accession	Annotation Name	Annotation BUSCO Complete 	Annotation BUSCO Duplicated 	Annotation BUSCO Fragmented 	Annotation BUSCO Lineage 	Annotation BUSCO Missing 	Annotation BUSCO Single Copy 	Annotation BUSCO Total Count 	Annotation BUSCO Version 	Assembly Submitter	Assembly Stats Total Sequence Length	Assembly Level	Assembly Submission Date	Assembly Stats Contig N50	Annotation Count Gene Total	Annotation Count Gene Protein-coding	Assembly BioSample Accession	Assembly BioProject Lineage Accession	Assembly BioProject Lineage Parent Accession	Assembly BioProject Lineage Parent Accessions	Assembly BioProject Lineage Title
Pectobacterium quasiaquaticum		A535-S3-A17				ASM1494683v1	GCA_014946835.1	From INSDC submitter									Sorbonne University	4334305	Scaffold	2020-10-26	173300	4015	3821	SAMN16178567	PRJNA662694			Pectobacterium quasiaquaticum strains isolated from fresh water in France. Genome sequencing and assembly
Pectobacterium quasiaquaticum		A411-S4-F17				ASM1494684v1	GCA_014946845.1	From INSDC submitter									Sorbonne University	4301740	Scaffold	2020-10-26	162433	3969	3777	SAMN16178565	PRJNA662694			Pectobacterium quasiaquaticum strains isolated from fresh water in France. Genome sequencing and assembly
Pectobacterium quasiaquaticum		FL60-S17				ASM1494686v1	GCA_014946865.1	From INSDC submitter									Sorbonne University	4286319	Scaffold	2020-10-26	152155	3969	3752	SAMN16178569	PRJNA662694			Pectobacterium quasiaquaticum strains isolated from fresh water in France. Genome sequencing and assembly
Pectobacterium quasiaquaticum		FL63-S17				ASM1494690v1	GCA_014946905.1	From INSDC submitter									Sorbonne University	4267445	Scaffold	2020-10-26	162046	3932	3728	SAMN16178568	PRJNA662694			Pectobacterium quasiaquaticum strains isolated from fresh water in France. Genome sequencing and assembly
Pectobacterium sp. CFBP8739		CFBP8739				ASM1344937v1	GCF_013449375.1	From INSDC submitter									Sorbonne University	4359644	Scaffold	2020-07-21	212029	3932	3737	SAMN15375419	PRJNA639025			Pectobacterium genomes sequencing and assembly
Pectobacterium sp. CFBP8739		CFBP8739				ASM1344937v1	GCA_013449375.1	From INSDC submitter									Sorbonne University	4359644	Scaffold	2020-07-21	212029	3931	3783	SAMN15375419	PRJNA639025			Pectobacterium genomes sequencing and assembly
Pectobacterium sp. IFB5596		IFB5596				ASM2143258v1	GCF_021432585.1	From INSDC submitter									University of Gdansk	4896627	Scaffold	2022-01-11	221269	4478	4342	SAMN04880565	PRJNA319911			Pectobacterium sp. IFB5596 Genome sequencing and assembly
Pectobacterium sp. IFB5596		IFB5596				ASM2143258v1	GCA_021432585.1	From INSDC submitter									University of Gdansk	4896627	Scaffold	2022-01-11	221269	4420	4274	SAMN04880565	PRJNA319911			Pectobacterium sp. IFB5596 Genome sequencing and assembly
Pectobacterium sp. LJ1		LJ1				ASM2018165v1	GCF_020181655.1	From INSDC submitter									South China Agricultural University	4912018	Complete Genome	2021-09-30	4912018	4435	4222	SAMN21542832	PRJNA765110			Pectobacterium sp. LJ1 Genome sequencing
Pectobacterium sp. LJ1		LJ1				ASM2018165v1	GCA_020181655.1										South China Agricultural University	4912018	Complete Genome	2021-09-30	4912018			SAMN21542832	PRJNA765110			Pectobacterium sp. LJ1 Genome sequencing
Pectobacterium versatile		SCC1				ASM357148v1	GCF_003571485.1	From INSDC submitter									University of Helsinki	4980322	Chromosome	2017-07-27	3680778	4439	4267	SAMN06621608	PRJNA379819			Pectobacterium carotovorum SCC1 genome sequencing
Pectobacterium versatile		F018				ASM292120v1	GCF_002921205.1	From INSDC submitter									Phytoengineering R&D Centre, LLC	4911663	Contig	2018-02-07	456866	4392	4242	SAMN07811812	PRJNA414969			Pectobacterium carotovorum strain:F018 Genome sequencing and assembly
Pectobacterium versatile		F131				ASM292123v1	GCF_002921235.1	From INSDC submitter									Phytoengineering R&D Centre, LLC	4786484	Scaffold	2018-02-07	146496	4321	4107	SAMN07815818	PRJNA415106			Pectobacterium carotovorum Genome sequencing and assembly
Pectobacterium versatile		F131				ASM292123v2	GCF_002921235.2	From INSDC submitter									Phytoengineering R&D Centre, LLC	4839711	Complete Genome	2020-12-01	4839711	4332	4140	SAMN07815818	PRJNA415106			Pectobacterium carotovorum Genome sequencing and assembly
Pectobacterium versatile		F135				ASM292127v1	GCF_002921275.1	From INSDC submitter									Phytoengineering R&D Centre, LLC	4891351	Scaffold	2018-02-07	145253	4411	4243	SAMN07816133	PRJNA415106			Pectobacterium carotovorum Genome sequencing and assembly
Pectobacterium versatile		PB69				ASM292128v1	GCF_002921285.1	From INSDC submitter									Phytoengineering R&D Centre, LLC	4993011	Scaffold	2018-02-07	999290	4470	4308	SAMN07816141	PRJNA415106			Pectobacterium carotovorum Genome sequencing and assembly
Pectobacterium versatile		PB70				ASM292129v1	GCF_002921295.1	From INSDC submitter									Phytoengineering R&D Centre, LLC	4992983	Scaffold	2018-02-07	457866	4479	4308	SAMN07816145	PRJNA415106			Pectobacterium carotovorum Genome sequencing and assembly
Pectobacterium versatile		Ecc71				ASM298350v1	GCF_002983505.1	From INSDC submitter									Tennessee State University	4925135	Scaffold	2018-03-08	856905	4428	4273	SAMN06285190	PRJNA369272			Pectobacterium carotovorum Genome sequencing and assembly
Pectobacterium versatile		3-2				ASM303130v1	GCF_003031305.1	From INSDC submitter									Belarus State University	4975878	Complete Genome	2018-04-03	4975878	4470	4297	SAMN03144687	PRJNA264967			Pectobacterium carotovorum strain 3-2 genome sequencing
Pectobacterium versatile		WS2152				ASM309647v1	GCF_003096475.1	From INSDC submitter									DOE Joint Genome Institute	5023534	Contig	2018-05-07	5023534	4486	4121	SAMN08769269	PRJNA439740			Pectobacterium carotovorum WS2152 genome sequencing
Pectobacterium versatile		SS96				ASM312176v1	GCF_003121765.1	From INSDC submitter									University of Agriculture Faisalabad	5042015	Contig	2018-05-12	211427	4512	4346	SAMN08979058	PRJNA453473			Genomic diversity of Blackleg pathogens in Pakistan
Pectobacterium versatile		RMIT1				Sfl_assembly01	GCF_003402555.1	From INSDC submitter									Biomedicine Discovery Institute, Biochemistry and Molecular Biology, Monash University	4995997	Scaffold	2018-06-18	144435	4527	4373	SAMD00119560	PRJDB7075			The whole-genome sequence of an Australian isolate of Pectobacterium carotovorum subsp. cartorvorum Waldee RMIT1, isolated from the weeds of Angled onion (Allium triquetrum)
Pectobacterium versatile		S4.16.03.3F				ASM359499v1	GCF_003594995.1	From INSDC submitter									Institute for integrative biology of the cell	4852595	Contig	2018-09-25	89731	4323	4208	SAMN10059732	PRJNA490624			Genomic diversity of the pathogens belonging to Pectobacterium and Dickeya genus isoalted from potato in Morocoo
Pectobacterium versatile		S4.16.03.3I				ASM359506v1	GCF_003595065.1	From INSDC submitter									Institute for integrative biology of the cell	4854084	Contig	2018-09-25	82620	4317	4207	SAMN10059734	PRJNA490624			Genomic diversity of the pathogens belonging to Pectobacterium and Dickeya genus isoalted from potato in Morocoo
Pectobacterium versatile		S4.16.03.3K				ASM359513v1	GCF_003595135.1	From INSDC submitter									Institute for integrative biology of the cell	4870940	Contig	2018-09-25	90195	4336	4221	SAMN10059733	PRJNA490624			Genomic diversity of the pathogens belonging to Pectobacterium and Dickeya genus isoalted from potato in Morocoo
Pectobacterium versatile		14A				ASM393203v1	GCF_003932035.1	From INSDC submitter									Belarusian State University	5009413	Complete Genome	2018-12-10	4997114	4493	4316	SAMN10505120	PRJNA507761			Pectobacterium carotovorum strain:14A Genome sequencing
Pectobacterium versatile		F16				ASM399050v1	GCF_003990505.1	From INSDC submitter									Institute of Bioorganic Chemistry	5065330	Contig	2019-01-02	207595	4612	4405	SAMN10496971	PRJNA421661			Genome sequencing of phytopathogenic and phytopathogen-related bacteria from Enterobacteriaceae
Pectobacterium versatile		CFBP1552				ASM429666v1	GCF_004296665.1	From INSDC submitter									Sorbonne University	4934970	Scaffold	2019-02-25	235475	4393	4260	SAMN10417479	PRJNA505408			Pectobacterium sp. Genome sequencing and assembly
Pectobacterium versatile		A75-S21-O15				ASM429667v1	GCF_004296675.1	From INSDC submitter									Sorbonne University	4957380	Scaffold	2019-02-25	81699	4494	4340	SAMN10417475	PRJNA505408			Pectobacterium sp. Genome sequencing and assembly
Pectobacterium versatile		CFBP6051				ASM429668v1	GCF_004296685.1	From INSDC submitter									Sorbonne University	4949375	Scaffold	2019-02-25	74062	4434	4256	SAMN10417481	PRJNA505408			Pectobacterium sp. Genome sequencing and assembly
Pectobacterium versatile		A67-S18-O15				ASM429671v1	GCF_004296715.1	From INSDC submitter									Sorbonne University	4965960	Scaffold	2019-02-25	162341	4467	4336	SAMN10417472	PRJNA505408			Pectobacterium sp. Genome sequencing and assembly
Pectobacterium versatile		A69-S13-O15				ASM429672v1	GCF_004296725.1	From INSDC submitter									Sorbonne University	4887126	Scaffold	2019-02-25	151919	4347	4223	SAMN10417473	PRJNA505408			Pectobacterium sp. Genome sequencing and assembly
Pectobacterium versatile		CFBP5663				ASM429676v1	GCF_004296765.1	From INSDC submitter									Sorbonne University	5101804	Scaffold	2019-02-25	220502	4562	4399	SAMN10417480	PRJNA505408			Pectobacterium sp. Genome sequencing and assembly
Pectobacterium versatile		CFBP1118				ASM1344940v1	GCF_013449405.1	From INSDC submitter									Sorbonne University	4968197	Contig	2020-07-21	51811	4469	4289	SAMN15375019	PRJNA639025			Pectobacterium genomes sequencing and assembly
Pectobacterium versatile		CFBP6698				ASM1344960v1	GCF_013449605.1	From INSDC submitter									Sorbonne University	4963578	Scaffold	2020-07-21	96144	4468	4284	SAMN15375402	PRJNA639025			Pectobacterium genomes sequencing and assembly
Pectobacterium versatile		CFBP5669				ASM1344965v1	GCF_013449655.1	From INSDC submitter									Sorbonne University	4960228	Scaffold	2020-07-21	149999	4432	4260	SAMN15375390	PRJNA639025			Pectobacterium genomes sequencing and assembly
Pectobacterium versatile		CFBP5378				ASM1344967v1	GCF_013449675.1	From INSDC submitter									Sorbonne University	4942943	Scaffold	2020-07-21	209392	4408	4221	SAMN15375090	PRJNA639025			Pectobacterium genomes sequencing and assembly
Pectobacterium versatile		NAK:94 PCC:163				ASM1694903v1	GCF_016949035.1	From INSDC submitter									Wageningen Plant Research	5028271	Scaffold	2021-02-25	452210	4516	4355	SAMN15660319	PRJNA649220			Pectobacterium genome sequencing for pangenomics
Pectobacterium versatile		IPO:0139 NAK:93 PCC:139				ASM1694907v1	GCF_016949075.1	From INSDC submitter									Wageningen Plant Research	4985467	Scaffold	2021-02-25	117976	4464	4275	SAMN15660318	PRJNA649220			Pectobacterium genome sequencing for pangenomics
Pectobacterium versatile		NAK:227				ASM1694995v1	GCF_016949955.1	From INSDC submitter									Wageningen Plant Research	5032232	Scaffold	2021-02-25	568291	4560	4414	SAMN15660332	PRJNA649220			Pectobacterium genome sequencing for pangenomics
Pectobacterium versatile		NY1788A				ASM1809466v1	GCF_018094665.1	From INSDC submitter									Cornell University	5218926	Contig	2021-04-19	47249	4835	4669	SAMN12913092	PRJNA575845			Pectobacterium versatile Genome sequencing and assembly
Pectobacterium versatile		NY1765A				ASM1809468v1	GCF_018094685.1	From INSDC submitter									Cornell University	5030614	Contig	2021-04-19	87373	4528	4392	SAMN12913090	PRJNA575845			Pectobacterium versatile Genome sequencing and assembly
Pectobacterium versatile		NY1766A				ASM1809470v1	GCF_018094705.1	From INSDC submitter									Cornell University	4968660	Contig	2021-04-19	66537	4450	4318	SAMN12913091	PRJNA575845			Pectobacterium versatile Genome sequencing and assembly
Pectobacterium versatile		NY1762B				ASM1809474v1	GCF_018094745.1	From INSDC submitter									Cornell University	4970365	Contig	2021-04-19	73104	4482	4344	SAMN12913089	PRJNA575845			Pectobacterium versatile Genome sequencing and assembly
Pectobacterium versatile		NY1705A				ASM1809572v1	GCF_018095725.1	From INSDC submitter									Cornell University	5081731	Contig	2021-04-19	75159	4633	4476	SAMN12913085	PRJNA575845			Pectobacterium versatile Genome sequencing and assembly
Pectobacterium versatile		NY1715C				ASM1809574v1	GCF_018095745.1	From INSDC submitter									Cornell University	5204678	Contig	2021-04-19	63712	4775	4619	SAMN12913086	PRJNA575845			Pectobacterium versatile Genome sequencing and assembly
Pectobacterium versatile		NY1754A				ASM1809575v1	GCF_018095755.1	From INSDC submitter									Cornell University	5312553	Contig	2021-04-19	64027	5475	4821	SAMN12913088	PRJNA575845			Pectobacterium versatile Genome sequencing and assembly
Pectobacterium versatile		NY1753B				ASM1809576v1	GCF_018095765.1	From INSDC submitter									Cornell University	5056936	Contig	2021-04-19	85073	4557	4428	SAMN12913087	PRJNA575845			Pectobacterium versatile Genome sequencing and assembly
Pectobacterium versatile		DSM 30169				ASM1821936v1	GCF_018219365.1	From INSDC submitter									Hebei University of Science and Technology	5303971	Chromosome	2021-04-30	5303871	4847	4660	SAMN16131363	PRJNA663365			Pectobacterium carotovorum strain:DSM 30169 | isolate:Brassica oleracea var. capitata, soft rot Genome sequencing
Pectobacterium versatile		KC01				ASM2016643v1	GCF_020166435.1	From INSDC submitter									Beijing Academy of Agriculture and Forestry Sciences	4834266	Contig	2021-09-26	221615	4390	4165	SAMN21156479	PRJNA759112			Pectobacterium versatile strain:KC01 Genome sequencing and assembly
Pectobacterium versatile		KC03				ASM2016645v1	GCF_020166455.1	From INSDC submitter									Beijing Academy of Agriculture and Forestry Sciences	4880115	Contig	2021-09-26	204025	4429	4180	SAMN21157272	PRJNA759187			Pectobacterium versatile strain:KC03 Genome sequencing and assembly
Pectobacterium versatile		KC02				ASM2016646v1	GCF_020166465.1	From INSDC submitter									Beijing Academy of Agriculture and Forestry Sciences	4882392	Contig	2021-09-26	209432	4453	4188	SAMN21157269	PRJNA759179			Pectobacterium versatile strain:KC02 Genome sequencing and assembly
Pectobacterium versatile		SR4				ASM2029551v1	GCF_020295515.1	From INSDC submitter									Iowa State University	5028790	Contig	2021-10-05	187897	4495	4314	SAMN21916058	PRJNA767613			Pectobacterium soft rot genomes
Pectobacterium versatile		SR3				ASM2029556v1	GCF_020295565.1	From INSDC submitter									Iowa State University	5028769	Contig	2021-10-05	187900	4498	4317	SAMN21916057	PRJNA767613			Pectobacterium soft rot genomes
Pectobacterium versatile		SR2				ASM2029564v1	GCF_020295645.1	From INSDC submitter									Iowa State University	5028729	Contig	2021-10-05	187897	4491	4316	SAMN21916056	PRJNA767613			Pectobacterium soft rot genomes
Pectobacterium versatile		A546-S4-A17				ASM2040661v1	GCF_020406615.1	From INSDC submitter									Sorbonne University	4900257	Scaffold	2021-10-10	125407	4398	4273	SAMN22029081	PRJNA768349			Draft genomes of Pectobacterium sp. and Dickeya sp. isolated in France from fresh water
Pectobacterium versatile		A165-S18-M16				ASM2040673v1	GCF_020406735.1	From INSDC submitter									Sorbonne University	4946973	Scaffold	2021-10-10	107907	4511	4394	SAMN22029082	PRJNA768349			Draft genomes of Pectobacterium sp. and Dickeya sp. isolated in France from fresh water
Pectobacterium versatile		A095-S3-F16				ASM2040678v1	GCF_020406785.1	From INSDC submitter									Sorbonne University	4917952	Scaffold	2021-10-10	79070	4410	4270	SAMN22029080	PRJNA768349			Draft genomes of Pectobacterium sp. and Dickeya sp. isolated in France from fresh water
Pectobacterium versatile		SR12				ASM2042306v1	GCF_020423065.1	From INSDC submitter									Iowa State University	5084672	Complete Genome	2021-10-12	5084672	4544	4359	SAMN21916065	PRJNA767613			Pectobacterium soft rot genomes
Pectobacterium versatile		SR1				ASM2042308v1	GCF_020423085.1	From INSDC submitter									Iowa State University	5086495	Complete Genome	2021-10-12	5086495	4511	4317	SAMN21916055	PRJNA767613			Pectobacterium soft rot genomes
Pectobacterium versatile		A73-S18-O15				ASM2086556v1	GCF_020865565.1	From INSDC submitter									Sorbonne University	5040579	Complete Genome	2021-11-15	5040579	4540	4358	SAMN22635659	PRJNA775887			Pectobacterium versatile strain:A73-S18-O15 Genome sequencing
Pectobacterium versatile				Pectobacterium versatile A80-S18-O15		Pectobacterium_versatile_A80-S18-O15	GCF_922011595.1	From INSDC submitter									Hopital Henri Mondor APHP	4994101	Scaffold	2022-01-06	208961	4527	4390	SAMEA11051368	PRJEB49284			Genetic and phenotypic study of the Pectobacterium versatile beta-lactamase
Pectobacterium versatile				Pectobacterium versatile A792-S21-N17		Pectobacterium_versatile_A792-S21-N17	GCF_922011605.1	From INSDC submitter									Hopital Henri Mondor APHP	4941108	Scaffold	2022-01-06	164101	4457	4319	SAMEA11051367	PRJEB49284			Genetic and phenotypic study of the Pectobacterium versatile beta-lactamase
Pectobacterium versatile				Pectobacterium versatile A139-S21-M15		Pectobacterium_versatile_A139-S21-M15	GCF_922011615.1	From INSDC submitter									Hopital Henri Mondor APHP	4969397	Scaffold	2022-01-06	166987	4477	4342	SAMEA11051354	PRJEB49284			Genetic and phenotypic study of the Pectobacterium versatile beta-lactamase
Pectobacterium versatile				Pectobacterium versatile A56-GEAM-M15		Pectobacterium_versatile_A56-GEAM-M15	GCF_922011625.1	From INSDC submitter									Hopital Henri Mondor APHP	4988523	Scaffold	2022-01-06	73434	4519	4387	SAMEA11051363	PRJEB49284			Genetic and phenotypic study of the Pectobacterium versatile beta-lactamase
Pectobacterium versatile				Pectobacterium versatile CFBP7359.1		Pectobacterium_versatile_CFBP7359.1	GCF_922011655.1	From INSDC submitter									Hopital Henri Mondor APHP	4989891	Scaffold	2022-01-06	116957	4491	4351	SAMEA11051378	PRJEB49284			Genetic and phenotypic study of the Pectobacterium versatile beta-lactamase
Pectobacterium versatile				Pectobacterium versatile A550-S10-A17		Pectobacterium_versatile_A550-S10-A17	GCF_922011735.1	From INSDC submitter									Hopital Henri Mondor APHP	4944997	Scaffold	2022-01-06	146133	4445	4320	SAMEA11051362	PRJEB49284			Genetic and phenotypic study of the Pectobacterium versatile beta-lactamase
Pectobacterium versatile				Pectobacterium versatile A385-S18-F17		Pectobacterium_versatile_A385-S18-F17	GCF_922013185.1	From INSDC submitter									Hopital Henri Mondor APHP	5013742	Scaffold	2022-01-06	117451	4563	4427	SAMEA11051360	PRJEB49284			Genetic and phenotypic study of the Pectobacterium versatile beta-lactamase
Pectobacterium versatile				Pectobacterium versatile A222-S6-N16		Pectobacterium_versatile_A222-S6-N16	GCF_922013215.1	From INSDC submitter									Hopital Henri Mondor APHP	5061688	Scaffold	2022-01-06	197348	4583	4422	SAMEA11051359	PRJEB49284			Genetic and phenotypic study of the Pectobacterium versatile beta-lactamase
Pectobacterium versatile				Pectobacterium versatile LMG2412		Pectobacterium_versatile_LMG2412	GCF_922013315.1	From INSDC submitter									Hopital Henri Mondor APHP	4943430	Contig	2022-01-06	409267	4404	4231	SAMEA11051372	PRJEB49284			Genetic and phenotypic study of the Pectobacterium versatile beta-lactamase
Pectobacterium versatile				Pectobacterium versatile LMG2424		Pectobacterium_versatile_LMG2424	GCF_922013345.1	From INSDC submitter									Hopital Henri Mondor APHP	5022463	Contig	2022-01-06	115261	4569	4377	SAMEA11051373	PRJEB49284			Genetic and phenotypic study of the Pectobacterium versatile beta-lactamase
Pectobacterium versatile				Pectobacterium versatile A59-S3-O15		Pectobacterium_versatile_A59-S3-O15	GCF_922015415.1	From INSDC submitter									Hopital Henri Mondor APHP	4834807	Scaffold	2022-01-06	151513	4317	4207	SAMEA11051364	PRJEB49284			Genetic and phenotypic study of the Pectobacterium versatile beta-lactamase
Pectobacterium versatile				Pectobacterium versatile A155-S5-M16		Pectobacterium_versatile_A155-S5-M16	GCF_922016725.1	From INSDC submitter									Hopital Henri Mondor APHP	4934275	Scaffold	2022-01-06	243923	4430	4305	SAMEA11051355	PRJEB49284			Genetic and phenotypic study of the Pectobacterium versatile beta-lactamase
Pectobacterium versatile				Pectobacterium versatile A482-MFV-J17		Pectobacterium_versatile_A482-MFV-J17	GCF_922016765.1	From INSDC submitter									Hopital Henri Mondor APHP	4936149	Scaffold	2022-01-06	203077	4452	4306	SAMEA11051361	PRJEB49284			Genetic and phenotypic study of the Pectobacterium versatile beta-lactamase
Pectobacterium versatile				Pectobacterium versatile A82-S18-O15		Pectobacterium_versatile_A82-S18-O15	GCF_922019785.1	From INSDC submitter									Hopital Henri Mondor APHP	4867593	Scaffold	2022-01-06	118915	4344	4216	SAMEA11051369	PRJEB49284			Genetic and phenotypic study of the Pectobacterium versatile beta-lactamase
Pectobacterium versatile				Pectobacterium versatile LMG2413		Pectobacterium_versatile_LMG2413	GCF_922021645.1	From INSDC submitter									Hopital Henri Mondor APHP	4888387	Contig	2022-01-06	286498	4392	4245	SAMEA11051379	PRJEB49284			Genetic and phenotypic study of the Pectobacterium versatile beta-lactamase
Pectobacterium versatile				Pectobacterium versatile A96-S13-F16		Pectobacterium_versatile_A96-S13-F16	GCF_922021695.1	From INSDC submitter									Hopital Henri Mondor APHP	4963910	Scaffold	2022-01-06	164821	4440	4319	SAMEA11051370	PRJEB49284			Genetic and phenotypic study of the Pectobacterium versatile beta-lactamase
Pectobacterium versatile				Pectobacterium versatile A167-S22-M16		Pectobacterium_versatile_A167-S22-M16	GCF_922021985.1	From INSDC submitter									Hopital Henri Mondor APHP	4994343	Scaffold	2022-01-06	105845	4529	4400	SAMEA11051356	PRJEB49284			Genetic and phenotypic study of the Pectobacterium versatile beta-lactamase
Pectobacterium versatile				Pectobacterium versatile A102-S1-F16		Pectobacterium_versatile_A102-S1-F16	GCF_922022005.1	From INSDC submitter									Hopital Henri Mondor APHP	4878622	Scaffold	2022-01-06	113689	4360	4230	SAMEA11051353	PRJEB49284			Genetic and phenotypic study of the Pectobacterium versatile beta-lactamase
Pectobacterium versatile				Pectobacterium versatile A18-GEAV-M15		Pectobacterium_versatile_A18-GEAV-M15	GCF_922022125.1	From INSDC submitter									Hopital Henri Mondor APHP	4892284	Scaffold	2022-01-06	89633	4414	4272	SAMEA11051357	PRJEB49284			Genetic and phenotypic study of the Pectobacterium versatile beta-lactamase
Pectobacterium versatile				Pectobacterium versatile A619-S1-N17		Pectobacterium_versatile_A619-S1-N17	GCF_922022605.1	From INSDC submitter									Hopital Henri Mondor APHP	5019509	Scaffold	2022-01-06	137411	4537	4392	SAMEA11051365	PRJEB49284			Genetic and phenotypic study of the Pectobacterium versatile beta-lactamase
Pectobacterium versatile				Pectobacterium versatile A78-S20-O15		Pectobacterium_versatile_A78-S20-O15	GCF_922030515.1	From INSDC submitter									Hopital Henri Mondor APHP	4921155	Scaffold	2022-01-06	106242	4358	4242	SAMEA11051366	PRJEB49284			Genetic and phenotypic study of the Pectobacterium versatile beta-lactamase
Pectobacterium versatile				Pectobacterium versatile LMG2411		Pectobacterium_versatile_LMG2411	GCF_922030705.1	From INSDC submitter									Hopital Henri Mondor APHP	4903362	Contig	2022-01-06	247284	4401	4237	SAMEA11051371	PRJEB49284			Genetic and phenotypic study of the Pectobacterium versatile beta-lactamase
Pectobacterium versatile				Pectobacterium versatile A197-S18-M16		Pectobacterium_versatile_A197-S18-M16	GCF_922031085.1	From INSDC submitter									Hopital Henri Mondor APHP	4941667	Scaffold	2022-01-06	90082	4440	4301	SAMEA11051358	PRJEB49284			Genetic and phenotypic study of the Pectobacterium versatile beta-lactamase
Pectobacterium versatile				Pectobacterium versatile LMG2459		Pectobacterium_versatile_LMG2459	GCF_922037575.1	From INSDC submitter									Hopital Henri Mondor APHP	4868924	Contig	2022-01-06	276460	4365	4200	SAMEA11051374	PRJEB49284			Genetic and phenotypic study of the Pectobacterium versatile beta-lactamase
Pectobacterium versatile		F018				ASM292120v1	GCA_002921205.1	From INSDC submitter									Phytoengineering R&D Centre, LLC	4911663	Contig	2018-02-07	456866	4382	4311	SAMN07811812	PRJNA414969			Pectobacterium carotovorum strain:F018 Genome sequencing and assembly
Pectobacterium versatile		F131				ASM292123v2	GCA_002921235.2	From INSDC submitter									Phytoengineering R&D Centre, LLC	4839711	Complete Genome	2020-12-01	4839711	4316	4106	SAMN07815818	PRJNA415106			Pectobacterium carotovorum Genome sequencing and assembly
Pectobacterium versatile		F135				ASM292127v1	GCA_002921275.1										Phytoengineering R&D Centre, LLC	4891351	Scaffold	2018-02-07	145253			SAMN07816133	PRJNA415106			Pectobacterium carotovorum Genome sequencing and assembly
Pectobacterium versatile		PB69				ASM292128v1	GCA_002921285.1	From INSDC submitter									Phytoengineering R&D Centre, LLC	4993011	Scaffold	2018-02-07	999290	4463	4382	SAMN07816141	PRJNA415106			Pectobacterium carotovorum Genome sequencing and assembly
Pectobacterium versatile		PB70				ASM292129v1	GCA_002921295.1	From INSDC submitter									Phytoengineering R&D Centre, LLC	4992983	Scaffold	2018-02-07	457866	4470	4388	SAMN07816145	PRJNA415106			Pectobacterium carotovorum Genome sequencing and assembly
Pectobacterium versatile		Ecc71				ASM298350v1	GCA_002983505.1	From INSDC submitter									Tennessee State University	4925135	Scaffold	2018-03-08	856905	4491	4312	SAMN06285190	PRJNA369272			Pectobacterium carotovorum Genome sequencing and assembly
Pectobacterium versatile		3-2				ASM303130v1	GCA_003031305.1	From INSDC submitter									Belarus State University	4975878	Complete Genome	2018-04-03	4975878	4468	4307	SAMN03144687	PRJNA264967			Pectobacterium carotovorum strain 3-2 genome sequencing
Pectobacterium versatile		WS2152				ASM309647v1	GCA_003096475.1	From INSDC submitter									DOE Joint Genome Institute	5023534	Contig	2018-05-07	5023534	4603	4231	SAMN08769269	PRJNA439740			Pectobacterium carotovorum WS2152 genome sequencing
Pectobacterium versatile		SS96				ASM312176v1	GCA_003121765.1	From INSDC submitter									University of Agriculture Faisalabad	5042015	Contig	2018-05-12	211427	4582	4382	SAMN08979058	PRJNA453473			Genomic diversity of Blackleg pathogens in Pakistan
Pectobacterium versatile		RMIT1				Sfl_assembly01	GCA_003402555.1	From INSDC submitter									Biomedicine Discovery Institute, Biochemistry and Molecular Biology, Monash University	4995997	Scaffold	2018-06-18	144435	4461	4461	SAMD00119560	PRJDB7075			The whole-genome sequence of an Australian isolate of Pectobacterium carotovorum subsp. cartorvorum Waldee RMIT1, isolated from the weeds of Angled onion (Allium triquetrum)
Pectobacterium versatile		SCC1				ASM357148v1	GCA_003571485.1	From INSDC submitter									University of Helsinki	4980322	Chromosome	2017-07-27	3680778	4459	4349	SAMN06621608	PRJNA379819			Pectobacterium carotovorum SCC1 genome sequencing
Pectobacterium versatile		S4.16.03.3F				ASM359499v1	GCA_003594995.1	From INSDC submitter									Institute for integrative biology of the cell	4852595	Contig	2018-09-25	89731	4374	4244	SAMN10059732	PRJNA490624			Genomic diversity of the pathogens belonging to Pectobacterium and Dickeya genus isoalted from potato in Morocoo
Pectobacterium versatile		S4.16.03.3I				ASM359506v1	GCA_003595065.1	From INSDC submitter									Institute for integrative biology of the cell	4854084	Contig	2018-09-25	82620	4368	4247	SAMN10059734	PRJNA490624			Genomic diversity of the pathogens belonging to Pectobacterium and Dickeya genus isoalted from potato in Morocoo
Pectobacterium versatile		S4.16.03.3K				ASM359513v1	GCA_003595135.1	From INSDC submitter									Institute for integrative biology of the cell	4870940	Contig	2018-09-25	90195	4387	4262	SAMN10059733	PRJNA490624			Genomic diversity of the pathogens belonging to Pectobacterium and Dickeya genus isoalted from potato in Morocoo
Pectobacterium versatile		14A				ASM393203v1	GCA_003932035.1	From INSDC submitter									Belarusian State University	5009413	Complete Genome	2018-12-10	4997114	4551	4335	SAMN10505120	PRJNA507761			Pectobacterium carotovorum strain:14A Genome sequencing
Pectobacterium versatile		F16				ASM399050v1	GCA_003990505.1	From INSDC submitter									Institute of Bioorganic Chemistry	5065330	Contig	2019-01-02	207595	4595	4498	SAMN10496971	PRJNA421661			Genome sequencing of phytopathogenic and phytopathogen-related bacteria from Enterobacteriaceae
