sampleId	sampleName	source	AssemblyAccession	AssemblyName	SpeciesName	taxonomy_corrected	SpeciesTaxid	Organism	AssemblyStatus	AssemblyType	BioSampleAccn	strain	geo_loc_name	geo_loc_country	collection_year	collection_date	host	isolation_source	env_broad_scale	env_local_scale	env_medium	length	GC_per	n_contigs	N50	N90	L50	L90	auN	N_per_100kb	contigs_gt_0kb	contigs_gt_1kb	contigs_gt_5kb	contigs_gt_10kb	contigs_gt_25kb	contigs_gt_50kb	length_gt_0kb	length_gt_1kb	length_gt_5kb	length_gt_10kb	length_gt_25kb	length_gt_50kb	largest_contig	buscog.complete	buscog.complete_single_copy	buscog.complete_duplicated	buscog.fragmented	buscog.missing	buscog.total	buscop.complete	buscop.complete_single_copy	buscop.complete_duplicated	buscop.fragmented	buscop.missing	buscop.total	submission_y	SubmissionDate	SubmitterOrganization	FtpPath_RefSeq	FtpPath_GenBank	Id	taxonomy_check_status	taxonomy_check_method	representative_status	ExclFromRefSeq	Anomalous	replaced	synonym_GB	synonym_RS	synonym_similarity	sample_type	collected_by	lat_lon	num_replicons	biomaterial_provider	isol_growth_condt	ref_biomaterial	sample_name	sub_species	project_name	culture_collection	ena_first_public	ena_last_update	external_id	insdc_center_alias	insdc_center_name	insdc_first_public	insdc_last_update	insdc_status	submitter_id	ena_checklist	depth	host_tissue_sampled	altitude	investigation_type	sequencing_method	type_material	geographic_location_latitude	geographic_location_longitude	temp	geographic_location_depth	locus_tag_prefix	water_environmental_package	identified_by	plant_associated_environmental_package	biotic_relationship	rel_to_oxygen	habitat	cell_shape	disease	environmental_sample	gold_stamp_id	gram_staining	host_taxid	motility	note	oxygen_requirement	pathogenicity	phenotypes	samp_collect_device	samp_mat_process	samp_size	serotype	sporulation	target_gene	target_subfragment	temperature_range	assembly_method	broker_name	check_list_type	climate_environment	estimated_size	gcat_id	genome_coverage	geographic_location_elevation	health_state	health_status_of_host	host_age	host_height	host_infra_specific_name	host_infra_specific_rank	host_life_stage	latitude	longitude	oxy_stat_samp	plant_body_site	reference_guided_assembly	relevant_e_resources	samp_store_dur	samp_store_temp	season_environment	sequencing_technology	soil_environmental_package	source_material_id	subsrc_note	tax_id	trophic_level	symptom_per_2019	symptom_per_2020	symptom_per_2021	virulence.old	virulence	virulence_pcr
GCF_024498695.1_ASM2449869v1	GCF_024498695.1	NCBI	GCF_024498695.1	ASM2449869v1	Pectobacterium aroidearum	FALSE	1201031	Pectobacterium aroidearum (enterobacteria)	Complete Genome	haploid	SAMN24698387	QJ316	China:Qujing	China	2019	2019-10-01	Amorphophallus konjac	NA	NA	NA	NA	4889381	51.63	1	4889381	4889381	1	1	4889381	0	1	1	1	1	1	1	4889381	4889381	4889381	4889381	4889381	4889381	4889381	99.545	99.318	0.227	0.227	0.227	440	99.545	99.318	0.227	0.227	0.227	440	2022	2022-08-01T00:00:00Z	Qujing Normal University	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/498/695/GCF_024498695.1_ASM2449869v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/498/695/GCA_024498695.1_ASM2449869v1	13406031	Inconclusive	NCBI_ANI	NA	NA	NA	NA	GCA_024498695.1	GCF_024498695.1	identical	pure culture	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_024498675.1_ASM2449867v1	GCF_024498675.1	NCBI	GCF_024498675.1	ASM2449867v1	Pectobacterium aroidearum	FALSE	1201031	Pectobacterium aroidearum (enterobacteria)	Complete Genome	haploid	SAMN24698389	AK049	China:Ankang	China	2019	2019-12-01	Amorphophallus konjac	NA	NA	NA	NA	5019088	51.64	1	5019088	5019088	1	1	5019088	0	1	1	1	1	1	1	5019088	5019088	5019088	5019088	5019088	5019088	5019088	99.545	99.091	0.455	0.227	0.227	440	99.545	99.091	0.455	0.227	0.227	440	2022	2022-08-01T00:00:00Z	Qujing Normal University	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/498/675/GCF_024498675.1_ASM2449867v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/498/675/GCA_024498675.1_ASM2449867v1	13406001	OK	inhouse_fastANI	NA	NA	NA	NA	GCA_024498675.1	GCF_024498675.1	identical	pure culture	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_024343715.1_ASM2434371v1	GCA_024343715.1	NCBI	GCA_024343715.1	ASM2434371v1	Pectobacterium carotovorum	FALSE	554	Pectobacterium carotovorum subsp. carotovorum (enterobacteria)	Scaffold	haploid	SAMD00443674	MAFF 301875	Japan:Hyogo	Japan	1971	1971-01-01	Brassica rapa subsp. oleifera	NA	cropland biome	farm	NA	4720572	52.09	29	360083	117891	4	11	471316.7	6.1	47	25	18	17	16	14	4724902	4718243	4704855	4699084	4674088	4605210	823100	99.545	99.091	0.455	0.227	0.227	440	99.545	99.091	0.455	0.227	0.227	440	2022	2022-06-10T00:00:00Z	Department of Material and Environmental Chemistry, Graduate School of Engineering, Utsunomiya University	NA	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/343/715/GCA_024343715.1_ASM2434371v1	13319611	OK	NCBI_ANI	NA	NA	NA	NA	GCA_024343715.1	NA	NA	NA	NA	NA	1	NA	https://www.gene.affrc.go.jp/	NA	Pectobacterium carotovorum subsp. carotovorum MAFF 301875	carotovorum	Whole-genome sequencing of Pectobacterium carotovorum subsp. carotovorum	MAFF:301875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PEC301875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_024343685.1_ASM2434368v1	GCA_024343685.1	NCBI	GCA_024343685.1	ASM2434368v1	Pectobacterium versatile	TRUE	554	Pectobacterium carotovorum subsp. carotovorum (enterobacteria)	Scaffold	haploid	SAMD00443673	MAFF 730217	Japan:Niigata	Japan	1979	1979-01-01	Brassica oleracea	NA	cropland biome	farm	NA	5277148	51.55	56	188798	54648	10	28	199114.2	5.4	72	51	43	43	39	29	5282042	5274072	5260725	5260725	5198838	4813842	396006	99.545	99.091	0.455	0.227	0.227	440	99.545	99.091	0.455	0.227	0.227	440	2022	2022-06-10T00:00:00Z	Department of Material and Environmental Chemistry, Graduate School of Engineering, Utsunomiya University	NA	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/343/685/GCA_024343685.1_ASM2434368v1	13319591	Corrected	NCBI_ANI	NA	NA	NA	NA	GCA_024343685.1	NA	NA	NA	NA	NA	1	NA	https://www.gene.affrc.go.jp/	NA	Pectobacterium carotovorum subsp. carotovorum MAFF 730217	carotovorum	Whole-genome sequencing of Pectobacterium carotovorum subsp. carotovorum	MAFF:730217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PEC730217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_024343655.1_ASM2434365v1	GCA_024343655.1	NCBI	GCA_024343655.1	ASM2434365v1	Pectobacterium brasiliense	TRUE	554	Pectobacterium carotovorum subsp. carotovorum (enterobacteria)	Scaffold	haploid	SAMD00443672	MAFF 331060	Japan:Oita	Japan	2012	2012-01-01	Capsicum annuum	NA	cropland biome	farm	NA	5012643	52.04	42	322364	86748	5	15	444840.3	3.85	73	36	29	27	24	19	5021335	5008394	4997940	4983845	4946229	4776921	894451	99.545	99.091	0.455	0.227	0.227	440	99.545	99.091	0.455	0.227	0.227	440	2022	2022-06-10T00:00:00Z	Department of Material and Environmental Chemistry, Graduate School of Engineering, Utsunomiya University	NA	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/343/655/GCA_024343655.1_ASM2434365v1	13319581	Corrected	NCBI_ANI	NA	NA	NA	NA	GCA_024343655.1	NA	NA	NA	NA	NA	1	NA	https://www.gene.affrc.go.jp/	NA	Pectobacterium carotovorum subsp. carotovorum MAFF 331060	carotovorum	Whole-genome sequencing of Pectobacterium carotovorum subsp. carotovorum	MAFF:331060	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PEC331060	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_024343625.1_ASM2434362v1	GCA_024343625.1	NCBI	GCA_024343625.1	ASM2434362v1	Pectobacterium polonicum	TRUE	554	Pectobacterium carotovorum subsp. carotovorum (enterobacteria)	Scaffold	haploid	SAMD00443671	MAFF 311524	Japan:Yamanashi	Japan	2004	2004-01-01	Solanum tuberosum	NA	cropland biome	farm	NA	4914463	50.85	49	314748	94287	5	17	357381.3	15.57	89	44	30	29	23	20	4926012	4910913	4874987	4869977	4761791	4655281	744440	99.545	98.864	0.682	0.227	0.227	440	99.545	98.864	0.682	0.227	0.227	440	2022	2022-06-10T00:00:00Z	Department of Material and Environmental Chemistry, Graduate School of Engineering, Utsunomiya University	NA	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/343/625/GCA_024343625.1_ASM2434362v1	13319561	Corrected	NCBI_ANI	NA	NA	NA	NA	GCA_024343625.1	NA	NA	NA	NA	NA	1	NA	https://www.gene.affrc.go.jp/	NA	Pectobacterium carotovorum subsp. carotovorum MAFF 311524	carotovorum	Whole-genome sequencing of Pectobacterium carotovorum subsp. carotovorum	MAFF:311524	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PEC311524	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_024343595.1_ASM2434359v1	GCA_024343595.1	NCBI	GCA_024343595.1	ASM2434359v1	Pectobacterium carotovorum	FALSE	554	Pectobacterium carotovorum subsp. carotovorum (enterobacteria)	Scaffold	haploid	SAMD00443670	MAFF 302107	Japan:Yamanashi	Japan	1988	1988-01-01	Aralia elata	NA	cropland biome	farm	NA	4634355	50.84	92	158431	38483	11	32	158682.9	10.44	136	77	50	45	40	28	4647160	4623991	4564195	4534050	4464354	4028633	300413	99.545	99.318	0.227	0.227	0.227	440	99.545	99.318	0.227	0.227	0.227	440	2022	2022-06-10T00:00:00Z	Department of Material and Environmental Chemistry, Graduate School of Engineering, Utsunomiya University	NA	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/343/595/GCA_024343595.1_ASM2434359v1	13319551	Inconclusive	NCBI_ANI	NA	NA	NA	NA	GCA_024343595.1	NA	NA	NA	NA	NA	1	NA	https://www.gene.affrc.go.jp/	NA	Pectobacterium carotovorum subsp. carotovorum MAFF 302107	carotovorum	Whole-genome sequencing of Pectobacterium carotovorum subsp. carotovorum	MAFF:302107	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PEC302107	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_024343495.1_ASM2434349v1	GCA_024343495.1	NCBI	GCA_024343495.1	ASM2434349v1	Pectobacterium carotovorum	FALSE	554	Pectobacterium carotovorum subsp. carotovorum (enterobacteria)	Contig	haploid	SAMD00495187	NBRC12380	NA	NA	NA	NA	NA	NA	NA	NA	NA	5008141	52.01	37	350122	106789	5	14	454529.7	0	39	32	24	21	18	17	5008930	5004415	4985015	4961956	4912769	4882107	985850	99.545	99.091	0.455	0.227	0.227	440	99.545	99.091	0.455	0.227	0.227	440	2022	2022-06-10T00:00:00Z	Bacteriology Microbiology, Osaka Institute of Public Health	NA	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/343/495/GCA_024343495.1_ASM2434349v1	13319501	OK	NCBI_ANI	NA	NA	NA	NA	GCA_024343495.1	NA	NA	culture collection	NA	NA	NA	NA	NA	NA	Pectobacterium carotovorum subsp. cartovorum strain NBRC12380	carotovorum	NA	NBRC:12380	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SOASR016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_024343475.1_ASM2434347v1	GCA_024343475.1	NCBI	GCA_024343475.1	ASM2434347v1	Pectobacterium odoriferum	TRUE	554	Pectobacterium carotovorum subsp. carotovorum (enterobacteria)	Contig	haploid	SAMD00495186	NBRC3830	NA	NA	NA	NA	NA	NA	NA	NA	NA	4860056	51.75	70	252526	47745	7	23	269626.2	0	79	61	40	36	31	21	4864005	4854239	4809648	4779592	4699270	4303790	478841	99.545	99.091	0.455	0.227	0.227	440	99.545	99.091	0.455	0.227	0.227	440	2022	2022-06-10T00:00:00Z	Bacteriology Microbiology, Osaka Institute of Public Health	NA	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/343/475/GCA_024343475.1_ASM2434347v1	13319481	Corrected	inhouse_fastANI	NA	NA	NA	NA	GCA_024343475.1	NA	NA	culture collection	NA	NA	NA	NA	NA	NA	Pectobacterium carotovorum subsp. cartovorum strain NBRC3830	carotovorum	NA	NBRC:3830	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SOASR015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_024343445.1_ASM2434344v1	GCA_024343445.1	NCBI	GCA_024343445.1	ASM2434344v1	Pectobacterium versatile	TRUE	554	Pectobacterium carotovorum subsp. carotovorum (enterobacteria)	Contig	haploid	SAMD00495185	NBRC3380	NA	NA	NA	NA	NA	soft rot of carrot	NA	NA	NA	5219944	51.61	59	230498	80181	8	23	248072	0	74	49	38	35	32	25	5225520	5212492	5185322	5164865	5107355	4849945	555950	99.545	99.091	0.455	0.227	0.227	440	99.545	99.091	0.455	0.227	0.227	440	2022	2022-06-10T00:00:00Z	Bacteriology Microbiology, Osaka Institute of Public Health	NA	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/343/445/GCA_024343445.1_ASM2434344v1	13319461	Corrected	NCBI_ANI	NA	NA	NA	NA	GCA_024343445.1	NA	NA	culture collection	NA	NA	NA	NA	NA	NA	Pectobacterium carotovorum subsp. cartovorum strain NBRC3380	carotovorum	NA	NBRC:3380	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SOASR014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_024343355.1_ASM2434335v1	GCA_024343355.1	NCBI	GCA_024343355.1	ASM2434335v1	Pectobacterium parvum	TRUE	554	Pectobacterium carotovorum subsp. carotovorum (enterobacteria)	Scaffold	haploid	SAMD00443675	MAFF 301879	Japan:Kanagawa	Japan	1971	1971-01-01	Brassica rapa subsp. oleifera	NA	cropland biome	farm	NA	4648858	51.07	80	130105	36586	10	34	184501.8	14.52	104	69	57	51	40	29	4655240	4642306	4613804	4568197	4383565	4001758	483837	99.545	99.318	0.227	0.227	0.227	440	99.545	99.318	0.227	0.227	0.227	440	2022	2022-06-10T00:00:00Z	Department of Material and Environmental Chemistry, Graduate School of Engineering, Utsunomiya University	NA	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/343/355/GCA_024343355.1_ASM2434335v1	13319401	Corrected	inhouse_fastANI	NA	NA	NA	NA	GCA_024343355.1	NA	NA	NA	NA	NA	1	NA	https://www.gene.affrc.go.jp/	NA	Pectobacterium carotovorum subsp. carotovorum MAFF 301879	carotovorum	Whole-genome sequencing of Pectobacterium carotovorum subsp. carotovorum	MAFF:301879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PEC301879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_024343335.1_ASM2434333v1	GCA_024343335.1	NCBI	GCA_024343335.1	ASM2434333v1	Pectobacterium actinidiae	TRUE	554	Pectobacterium carotovorum subsp. carotovorum (enterobacteria)	Scaffold	haploid	SAMD00443669	MAFF 301937	Japan:Hyogo	Japan	1974	1974-01-01	Morus bombycis	NA	cropland biome	farm	NA	4787729	51.6	14	3220765	212905	1	5	2270258.1	8.15	33	12	9	9	8	7	4792612	4786495	4775475	4775475	4750518	4719630	3220765	99.545	99.091	0.455	0.227	0.227	440	99.545	99.091	0.455	0.227	0.227	440	2022	2022-06-10T00:00:00Z	Department of Material and Environmental Chemistry, Graduate School of Engineering, Utsunomiya University	NA	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/343/335/GCA_024343335.1_ASM2434333v1	13319391	Corrected	NCBI_ANI	NA	NA	NA	NA	GCA_024343335.1	NA	NA	NA	NA	NA	1	NA	https://www.gene.affrc.go.jp/	NA	Pectobacterium carotovorum subsp. carotovorum MAFF 301937	carotovorum	Whole-genome sequencing of Pectobacterium carotovorum subsp. carotovorum	MAFF:301937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PEC301937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_024343295.1_ASM2434329v1	GCA_024343295.1	NCBI	GCA_024343295.1	ASM2434329v1	Pectobacterium punjabense	TRUE	554	Pectobacterium carotovorum subsp. carotovorum (enterobacteria)	Scaffold	haploid	SAMD00443668	MAFF 301899	Japan:Aichi	Japan	1971	1971-01-01	Lactuca sativa	NA	cropland biome	farm	NA	4822120	50.82	43	287595	93847	7	19	280862.1	13.83	69	38	32	30	27	20	4829597	4819146	4804334	4789734	4751225	4490403	555451	99.545	99.091	0.455	0.227	0.227	440	99.545	99.091	0.455	0.227	0.227	440	2022	2022-06-10T00:00:00Z	Department of Material and Environmental Chemistry, Graduate School of Engineering, Utsunomiya University	NA	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/343/295/GCA_024343295.1_ASM2434329v1	13319381	Corrected	NCBI_ANI	NA	NA	NA	NA	GCA_024343295.1	NA	NA	NA	NA	NA	1	NA	https://www.gene.affrc.go.jp/	NA	Pectobacterium carotovorum subsp. carotovorum MAFF 301899	carotovorum	Whole-genome sequencing of Pectobacterium carotovorum subsp. carotovorum	MAFF:301899	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PEC301899	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_024343235.1_ASM2434323v1	GCA_024343235.1	NCBI	GCA_024343235.1	ASM2434323v1	Pectobacterium carotovorum	FALSE	554	Pectobacterium carotovorum subsp. carotovorum (enterobacteria)	Scaffold	haploid	SAMD00443667	MAFF 301889	Japan:Yamagata	Japan	1971	1971-01-01	Raphanus sativus	NA	cropland biome	farm	NA	4771785	52.06	16	3193077	224434	1	5	2240176.4	8.17	28	11	8	8	8	7	4774879	4768818	4762735	4762735	4762735	4726129	3193077	99.545	99.091	0.455	0.227	0.227	440	99.545	99.091	0.455	0.227	0.227	440	2022	2022-06-10T00:00:00Z	Department of Material and Environmental Chemistry, Graduate School of Engineering, Utsunomiya University	NA	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/343/235/GCA_024343235.1_ASM2434323v1	13319371	OK	NCBI_ANI	NA	NA	NA	NA	GCA_024343235.1	NA	NA	NA	NA	NA	1	NA	https://www.gene.affrc.go.jp/	NA	Pectobacterium carotovorum subsp. carotovorum MAFF 301889	carotovorum	Whole-genome sequencing of Pectobacterium carotovorum subsp. carotovorum	MAFF:301889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PEC301889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_024343135.1_ASM2434313v1	GCA_024343135.1	NCBI	GCA_024343135.1	ASM2434313v1	Pectobacterium odoriferum	TRUE	554	Pectobacterium carotovorum subsp. carotovorum (enterobacteria)	Scaffold	haploid	SAMD00443666	MAFF 301877	Japan:Miyagi	Japan	1971	1971-01-01	Brassica rapa subsp. oleifera	NA	cropland biome	farm	NA	4885709	51.7	36	339456	129983	3	11	880205.1	9.89	67	30	19	18	18	14	4894743	4881277	4852922	4847269	4847269	4730093	1876865	99.545	99.091	0.455	0.227	0.227	440	99.545	99.091	0.455	0.227	0.227	440	2022	2022-06-10T00:00:00Z	Department of Material and Environmental Chemistry, Graduate School of Engineering, Utsunomiya University	NA	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/343/135/GCA_024343135.1_ASM2434313v1	13319361	Corrected	NCBI_ANI	NA	NA	NA	NA	GCA_024343135.1	NA	NA	NA	NA	NA	1	NA	https://www.gene.affrc.go.jp/	NA	Pectobacterium carotovorum subsp. carotovorum MAFF 301877	carotovorum	Whole-genome sequencing of Pectobacterium carotovorum subsp. carotovorum	MAFF:301877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PEC301877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_024343095.1_ASM2434309v1	GCA_024343095.1	NCBI	GCA_024343095.1	ASM2434309v1	Pectobacterium brasiliense	TRUE	554	Pectobacterium carotovorum subsp. carotovorum (enterobacteria)	Scaffold	haploid	SAMD00443665	MAFF 301653	Japan:Okayama	Japan	1979	1979-01-01	Solanum melongena	NA	cropland biome	farm	NA	4798689	52.2	13	1025922	261346	2	6	1139123.3	8.02	25	12	10	10	10	8	4801846	4798125	4790590	4790590	4790590	4710406	1961415	99.545	99.091	0.455	0.227	0.227	440	99.545	99.091	0.455	0.227	0.227	440	2022	2022-06-10T00:00:00Z	Department of Material and Environmental Chemistry, Graduate School of Engineering, Utsunomiya University	NA	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/343/095/GCA_024343095.1_ASM2434309v1	13319351	Corrected	NCBI_ANI	NA	NA	NA	NA	GCA_024343095.1	NA	NA	NA	NA	NA	1	NA	https://www.gene.affrc.go.jp/	NA	Pectobacterium carotovorum subsp. carotovorum MAFF 301653	carotovorum	Whole-genome sequencing of Pectobacterium carotovorum subsp. carotovorum	MAFF:301653	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PEC301653	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
